Otimização para pl em TOTEM - Limites: eps_1_mg_1_a1_1_a2_0
Configuração: down | up | strategy | migrad | mg ± error | eps ± error | a1 ± error | a2 ± error | χ²/ndof
========================================================================================================================
0.94 | 1.06 | 1 | 800 | 0.43975535936406823 ± 0.0075346865820724584 | 0.08470876844904007 ± 0.0023385664864360375 | 1.5876600127177811 ± 0.030806418820232828 | 2.4361231624615303 ± 0.047853753099149035 | 0.5092158013392535
0.94 | 1.06 | 2 | 600 | 0.4397567736329318 ± 0.009878408521902832 | 0.08470918962083519 ± 0.005485887169880285 | 1.5876600003606143 ± 0.028083808942518163 | 2.4361397636247295 ± 0.05749908196149359 | 0.5092157206387858
0.94 | 1.06 | 2 | 700 | 0.4397567736329318 ± 0.009878408521902832 | 0.08470918962083519 ± 0.005485887169880285 | 1.5876600003606143 ± 0.028083808942518163 | 2.4361397636247295 ± 0.05749908196149359 | 0.5092157206387858
0.94 | 1.06 | 2 | 800 | 0.4397567736329318 ± 0.008188385825748906 | 0.08470918962083519 ± 0.005526156936550175 | 1.5876600003606143 ± 0.028078929284883536 | 2.4361397636247295 ± 0.050414609305074964 | 0.5092157206387858
0.95 | 1.05 | 2 | 600 | 0.44184883702383004 ± 0.0079091914019703 | 0.08562413050629075 ± 0.004697253601948344 | 1.6045500085494584 ± 0.026822262278334175 | 2.374243635469758 ± 0.049901208211249805 | 0.5232463898774262
0.95 | 1.05 | 2 | 700 | 0.44184883702383004 ± 0.0079091914019703 | 0.08562413050629075 ± 0.004697253601948344 | 1.6045500085494584 ± 0.026822262278334175 | 2.374243635469758 ± 0.049901208211249805 | 0.5232463898774262
0.95 | 1.05 | 2 | 800 | 0.44184883702383004 ± 0.007055585923886637 | 0.08562413050629075 ± 0.002171274135264273 | 1.6045500085494584 ± 0.026801686135403457 | 2.374243635469758 ± 0.0465048873964748 | 0.5232463898774262
0.96 | 1.04 | 2 | 600 | 0.44401045378753057 ± 0.006989893102155281 | 0.08656020944179241 ± 0.003945307839522419 | 1.621440291582578 ± 0.024776193621907416 | 2.3129436649572743 ± 0.04683355912306747 | 0.5390219082095169
0.96 | 1.04 | 2 | 700 | 0.44395438059749714 ± 0.008121951315898962 | 0.08654037430427451 ± 0.0037894723920899043 | 1.6214400041210475 ± 0.022454024605475964 | 2.3126285070937804 ± 0.05161982664860951 | 0.5390194788474258
0.96 | 1.04 | 2 | 800 | 0.44395438059749714 ± 0.008121951315898962 | 0.08654037430427451 ± 0.0037894723920899043 | 1.6214400041210475 ± 0.022454024605475964 | 2.3126285070937804 ± 0.05161982664860951 | 0.5390194788474258
0.97 | 1.03 | 0 | 600 | 0.4461058225324642 ± 0.006617597062359759 | 0.0874694341840251 ± 0.003082369027524401 | 1.6383307011978125 ± 0.022948347812181913 | 2.251234400525397 ± 0.0461606491415607 | 0.5565580418595645
0.97 | 1.03 | 0 | 700 | 0.4460716372437316 ± 0.007772086737940526 | 0.08745745783336104 ± 0.0029356343639743293 | 1.6383300060008548 ± 0.0207559100461282 | 2.2511639508017165 ± 0.0514104946632852 | 0.5565559398783902
0.97 | 1.03 | 0 | 800 | 0.4460716372437316 ± 0.007772086737940526 | 0.08745745783336104 ± 0.0029356343639743293 | 1.6383300060008548 ± 0.0207559100461282 | 2.2511639508017165 ± 0.0514104946632852 | 0.5565559398783902
0.97 | 1.03 | 1 | 600 | 0.4460728186908385 ± 0.0074074807632336925 | 0.08745789116597989 ± 0.0029872469047766345 | 1.6383300090474482 ± 0.021169661181343002 | 2.251162369194038 ± 0.049668873933731914 | 0.5565560272440037
0.97 | 1.03 | 1 | 700 | 0.4460728186908385 ± 0.0068338727635419705 | 0.08745789116597989 ± 0.003052034035297496 | 1.6383300090474482 ± 0.0211817935405737 | 2.251162369194038 ± 0.047071770353819015 | 0.5565560272440037
0.97 | 1.03 | 1 | 800 | 0.4460728186908385 ± 0.0068338727635419705 | 0.08745789116597989 ± 0.003052034035297496 | 1.6383300090474482 ± 0.0211817935405737 | 2.251162369194038 ± 0.047071770353819015 | 0.5565560272440037
