Otimização para pl em TOTEM - Limites: eps_1_mg_0_a1_0_a2_0
Configuração: down | up | strategy | migrad | mg ± error | eps ± error | a1 ± error | a2 ± error | χ²/ndof
========================================================================================================================
0.96 | 1.04 | 0 | 700 | 0.4428600148517224 ± 0.0012317258410421673 | 0.0856320056954232 ± 0.0015764989016530534 | 1.5702994888480364 ± 0.043004477632551046 | 2.5246128057279646 ± 0.19041947431394815 | 0.5082260577523517
0.96 | 1.04 | 0 | 800 | 0.4428600148517224 ± 0.0012317258410421673 | 0.0856320056954232 ± 0.0015764989016530534 | 1.5702994888480364 ± 0.043004477632551046 | 2.5246128057279646 ± 0.19041947431394815 | 0.5082260577523517
0.96 | 1.04 | 1 | 700 | 0.4428599515011432 ± 0.0012325054047803727 | 0.08563200578428447 ± 0.0015182201334574819 | 1.5703017219508901 ± 0.043034689785969284 | 2.524603064195176 ± 0.19054600171420777 | 0.5082260585305062
0.96 | 1.04 | 1 | 800 | 0.4428599515011432 ± 0.0012325054047803727 | 0.08563200578428447 ± 0.0015182201334574819 | 1.5703017219508901 ± 0.043034689785969284 | 2.524603064195176 ± 0.19054600171420777 | 0.5082260585305062
0.97 | 1.03 | 0 | 600 | 0.4450348609636896 ± 0.0012419888865732123 | 0.08652401506900524 ± 0.0034846387423884614 | 1.5827577581424825 ± 0.04304074006190767 | 2.482116149767815 ± 0.19056067218925962 | 0.519867028569625
0.97 | 1.03 | 0 | 700 | 0.4450348609636896 ± 0.0012419888865732123 | 0.08652401506900524 ± 0.0034846387423884614 | 1.5827577581424825 ± 0.04304074006190767 | 2.482116149767815 ± 0.19056067218925962 | 0.519867028569625
0.97 | 1.03 | 0 | 800 | 0.4450348609636896 ± 0.0012419888865732123 | 0.08652401506900524 ± 0.0034846387423884614 | 1.5827577581424825 ± 0.04304074006190767 | 2.482116149767815 ± 0.19056067218925962 | 0.519867028569625
0.97 | 1.03 | 1 | 600 | 0.44503487114435697 ± 0.001241996432221949 | 0.08652401479718261 ± 0.0034854667808641437 | 1.582757480046862 ± 0.04304118692136751 | 2.4821164429219778 ± 0.1905626417422805 | 0.5198670231230056
0.97 | 1.03 | 1 | 700 | 0.44503487114435697 ± 0.00124236062055885 | 0.08652401479718261 ± 0.003439977152000763 | 1.582757480046862 ± 0.04305868327552416 | 2.4821164429219778 ± 0.1906338364489029 | 0.5198670231230056
0.97 | 1.03 | 1 | 800 | 0.44503487114435697 ± 0.00124236062055885 | 0.08652401479718261 ± 0.003439977152000763 | 1.582757480046862 ± 0.04305868327552416 | 2.4821164429219778 ± 0.1906338364489029 | 0.5198670231230056
0.97 | 1.03 | 2 | 500 | 0.44503519497029853 ± 0.0012419866867687255 | 0.0865240011747062 ± 0.003374977399154648 | 1.5827426082059421 ± 0.04305295769389127 | 2.4821755709796527 ± 0.19061663783587557 | 0.5198668561188453
0.97 | 1.03 | 2 | 600 | 0.44503519497029853 ± 0.0012419866867687255 | 0.0865240011747062 ± 0.003374977399154648 | 1.5827426082059421 ± 0.04305295769389127 | 2.4821755709796527 ± 0.19061663783587557 | 0.5198668561188453
0.97 | 1.03 | 2 | 700 | 0.44503519497029853 ± 0.0012420356779279137 | 0.0865240011747062 ± 0.003362334193801178 | 1.5827426082059421 ± 0.04305619274132658 | 2.4821755709796527 ± 0.19062540525745555 | 0.5198668561188453
0.97 | 1.03 | 2 | 800 | 0.44503519497029853 ± 0.0012420356779279137 | 0.0865240011747062 ± 0.003362334193801178 | 1.5827426082059421 ± 0.04305619274132658 | 2.4821755709796527 ± 0.19062540525745555 | 0.5198668561188453
0.98 | 1.02 | 0 | 600 | 0.44722462486137593 ± 0.0012521370972750061 | 0.08741600894551732 ± 0.0024790790436993518 | 1.5950884220841341 ± 0.043085672417991806 | 2.4403672676295813 ± 0.19073793430917674 | 0.5326940607242867
0.98 | 1.02 | 0 | 700 | 0.44722462486137593 ± 0.0012521370972750061 | 0.08741600894551732 ± 0.0024790790436993518 | 1.5950884220841341 ± 0.043085672417991806 | 2.4403672676295813 ± 0.19073793430917674 | 0.5326940607242867
0.98 | 1.02 | 0 | 800 | 0.44722462486137593 ± 0.0012521370972750061 | 0.08741600894551732 ± 0.0024790790436993518 | 1.5950884220841341 ± 0.043085672417991806 | 2.4403672676295813 ± 0.19073793430917674 | 0.5326940607242867
0.98 | 1.02 | 1 | 600 | 0.4472246317323415 ± 0.0012527245786820523 | 0.08741600841438768 ± 0.002452574945463422 | 1.5950883784643048 ± 0.04310938818108596 | 2.4403642922793196 ± 0.1908354000210434 | 0.5326940463134302
0.98 | 1.02 | 1 | 700 | 0.4472246317323415 ± 0.0012527245786820523 | 0.08741600841438768 ± 0.002452574945463422 | 1.5950883784643048 ± 0.04310938818108596 | 2.4403642922793196 ± 0.1908354000210434 | 0.5326940463134302
0.98 | 1.02 | 1 | 800 | 0.4472246317323415 ± 0.0012527245786820523 | 0.08741600841438768 ± 0.002452574945463422 | 1.5950883784643048 ± 0.04310938818108596 | 2.4403642922793196 ± 0.1908354000210434 | 0.5326940463134302
0.98 | 1.02 | 2 | 800 | 0.44722353284175165 ± 0.0012523837228022034 | 0.0874160101029009 ± 0.002457588160252676 | 1.5951289405023041 ± 0.04309119398446124 | 2.440135474760525 ± 0.19076530511498316 | 0.532694071452759
0.99 | 1.01 | 0 | 400 | 0.44942812559171036 ± 0.0012625822906494326 | 0.08830801630987692 ± 0.0014513209039521552 | 1.6073513076178827 ± 0.043127771549819297 | 2.398964964753 ± 0.19090081308058732 | 0.5467027538294876
0.99 | 1.01 | 0 | 500 | 0.44942812559171036 ± 0.0012625822906494326 | 0.08830801630987692 ± 0.0014513209039521552 | 1.6073513076178827 ± 0.043127771549819297 | 2.398964964753 ± 0.19090081308058732 | 0.5467027538294876
0.99 | 1.01 | 0 | 600 | 0.44942812559171036 ± 0.0012625822906494326 | 0.08830801630987692 ± 0.0014513209039521552 | 1.6073513076178827 ± 0.043127771549819297 | 2.398964964753 ± 0.19090081308058732 | 0.5467027538294876
0.99 | 1.01 | 0 | 700 | 0.44942812559171036 ± 0.0012625822906494326 | 0.08830801630987692 ± 0.0014513209039521552 | 1.6073513076178827 ± 0.043127771549819297 | 2.398964964753 ± 0.19090081308058732 | 0.5467027538294876
0.99 | 1.01 | 0 | 800 | 0.44942812559171036 ± 0.0012625822906494326 | 0.08830801630987692 ± 0.0014513209039521552 | 1.6073513076178827 ± 0.043127771549819297 | 2.398964964753 ± 0.19090081308058732 | 0.5467027538294876
0.99 | 1.01 | 1 | 400 | 0.4494276130967962 ± 0.00126357398041452 | 0.08830800025021525 ± 0.001385626157201586 | 1.6073615243565724 ± 0.043173841395437326 | 2.3989548056744416 ± 0.19110173036113964 | 0.5467024662884344
0.99 | 1.01 | 1 | 500 | 0.4494276130967962 ± 0.00126357398041452 | 0.08830800025021525 ± 0.001385626157201586 | 1.6073615243565724 ± 0.043173841395437326 | 2.3989548056744416 ± 0.19110173036113964 | 0.5467024662884344
0.99 | 1.01 | 1 | 600 | 0.4494276130967962 ± 0.00126357398041452 | 0.08830800025021525 ± 0.001385626157201586 | 1.6073615243565724 ± 0.043173841395437326 | 2.3989548056744416 ± 0.19110173036113964 | 0.5467024662884344
0.99 | 1.01 | 1 | 700 | 0.4494276130967962 ± 0.00126357398041452 | 0.08830800025021525 ± 0.001385626157201586 | 1.6073615243565724 ± 0.043173841395437326 | 2.3989548056744416 ± 0.19110173036113964 | 0.5467024662884344
0.99 | 1.01 | 1 | 800 | 0.4494276130967962 ± 0.00126357398041452 | 0.08830800025021525 ± 0.001385626157201586 | 1.6073615243565724 ± 0.043173841395437326 | 2.3989548056744416 ± 0.19110173036113964 | 0.5467024662884344
0.99 | 1.01 | 2 | 400 | 0.4494288198055538 ± 0.0012643699462353522 | 0.08830803482964691 ± 0.0012838267538993267 | 1.6073098896513993 ± 0.04318999677819775 | 2.399202405389565 ± 0.19118618901078283 | 0.5467038333909772
0.99 | 1.01 | 2 | 500 | 0.4494269845082118 ± 0.0012623611003061263 | 0.08830801189495378 ± 0.0014865480236195688 | 1.6073880424198277 ± 0.04311937825124648 | 2.398856522600148 ± 0.19086320388361921 | 0.5467026025512683
0.99 | 1.01 | 2 | 600 | 0.4494269845082118 ± 0.0012624129501280148 | 0.08830801189495378 ± 0.001460627503384583 | 1.6073880424198277 ± 0.04312588466842959 | 2.398856522600148 ± 0.1908850606411089 | 0.5467026025512683
0.99 | 1.01 | 2 | 700 | 0.4494269845082118 ± 0.0012624129501280148 | 0.08830801189495378 ± 0.001460627503384583 | 1.6073880424198277 ± 0.04312588466842959 | 2.398856522600148 ± 0.1908850606411089 | 0.5467026025512683
0.99 | 1.01 | 2 | 800 | 0.4494269845082118 ± 0.0012624129501280148 | 0.08830801189495378 ± 0.001460627503384583 | 1.6073880424198277 ± 0.04312588466842959 | 2.398856522600148 ± 0.1908850606411089 | 0.5467026025512683
