Otimização para pl em TOTEM - Limites: eps_1_mg_1_a1_0_a2_0
Configuração: down | up | strategy | migrad | mg ± error | eps ± error | a1 ± error | a2 ± error | χ²/ndof
========================================================================================================================
0.96 | 1.04 | 0 | 700 | 0.4428603628631523 ± 0.0012391021004886649 | 0.0856324735042806 ± 0.0009059183967952203 | 1.5703111378004788 ± 0.043156025731355074 | 2.524595799531054 ± 0.19108595706703133 | 0.5082337258513896
0.96 | 1.04 | 0 | 800 | 0.44285932670116396 ± 0.0012321949971848822 | 0.08563202534565881 ± 0.001540091348743361 | 1.5703239954330557 ± 0.04304287435983033 | 2.5245037128699606 ± 0.19058535672175894 | 0.5082263486308128
0.96 | 1.04 | 1 | 700 | 0.4428603628631523 ± 0.0012391021004886649 | 0.0856324735042806 ± 0.0009059183967952203 | 1.5703111378004788 ± 0.043156025731355074 | 2.524595799531054 ± 0.19108595706703133 | 0.5082337258513896
0.96 | 1.04 | 1 | 800 | 0.4428593353065912 ± 0.0012355467329511483 | 0.08563202485618339 ± 0.0014336270190653255 | 1.5703237616716466 ± 0.04316722167592877 | 2.52450328009167 ± 0.19111864925595048 | 0.5082263389481684
0.96 | 1.04 | 2 | 500 | 0.4428598007606736 ± 0.0012310957753497442 | 0.08563200651239786 ± 0.004470795459165504 | 1.5703119117850843 ± 0.04301515387192851 | 2.5245328524801525 ± 0.1904611932603707 | 0.5082259860039466
0.96 | 1.04 | 2 | 600 | 0.4428598007606736 ± 0.0012310957753497442 | 0.08563200651239786 ± 0.004470795459165504 | 1.5703119117850843 ± 0.04301515387192851 | 2.5245328524801525 ± 0.1904611932603707 | 0.5082259860039466
0.96 | 1.04 | 2 | 700 | 0.4428598007606736 ± 0.0012308870380209613 | 0.08563200651239786 ± 0.004427436550425337 | 1.5703119117850843 ± 0.04301166085411295 | 2.5245328524801525 ± 0.19043931692218383 | 0.5082259860039466
0.96 | 1.04 | 2 | 800 | 0.4428598007606736 ± 0.0012308870380209613 | 0.08563200651239786 ± 0.004427436550425337 | 1.5703119117850843 ± 0.04301166085411295 | 2.5245328524801525 ± 0.19043931692218383 | 0.5082259860039466
0.97 | 1.03 | 0 | 700 | 0.4450362833647515 ± 0.0012404586768218762 | 0.0865240083530552 ± 0.0034976550715161703 | 1.5827102497569927 ± 0.0430562433781882 | 2.4822971066744395 ± 0.19062443947403956 | 0.5198669123714459
