Otimização para pl em TOTEM - Limites: eps_0_mg_1_a1_1_a2_1
Configuração: down | up | strategy | migrad | mg ± error | eps ± error | a1 ± error | a2 ± error | χ²/ndof
========================================================================================================================
0.9 | 1.1 | 0 | 200 | 0.4551562534143479 ± 0.00935264658305926 | 0.09162639107393612 ± 0.003338324315369915 | 1.7362657789980005 ± 0.014297841583629678 | 1.8699996603838231 ± 0.04687683415551258 | 0.7010444215579228
0.9 | 1.1 | 0 | 300 | 0.4551562534143479 ± 0.00935264658305926 | 0.09162639107393612 ± 0.003338324315369915 | 1.7362657789980005 ± 0.014297841583629678 | 1.8699996603838231 ± 0.04687683415551258 | 0.7010444215579228
0.9 | 1.1 | 0 | 400 | 0.4551562534143479 ± 0.00935264658305926 | 0.09162639107393612 ± 0.003338324315369915 | 1.7362657789980005 ± 0.014297841583629678 | 1.8699996603838231 ± 0.04687683415551258 | 0.7010444215579228
0.9 | 1.1 | 0 | 500 | 0.4551562534143479 ± 0.00935264658305926 | 0.09162639107393612 ± 0.003338324315369915 | 1.7362657789980005 ± 0.014297841583629678 | 1.8699996603838231 ± 0.04687683415551258 | 0.7010444215579228
0.9 | 1.1 | 0 | 600 | 0.4551562534143479 ± 0.00935264658305926 | 0.09162639107393612 ± 0.003338324315369915 | 1.7362657789980005 ± 0.014297841583629678 | 1.8699996603838231 ± 0.04687683415551258 | 0.7010444215579228
0.9 | 1.1 | 0 | 700 | 0.4551562534143479 ± 0.00935264658305926 | 0.09162639107393612 ± 0.003338324315369915 | 1.7362657789980005 ± 0.014297841583629678 | 1.8699996603838231 ± 0.04687683415551258 | 0.7010444215579228
0.9 | 1.1 | 0 | 800 | 0.4551562534143479 ± 0.00935264658305926 | 0.09162639107393612 ± 0.003338324315369915 | 1.7362657789980005 ± 0.014297841583629678 | 1.8699996603838231 ± 0.04687683415551258 | 0.7010444215579228
0.9 | 1.1 | 1 | 200 | 0.45515192059800846 ± 0.0093511738934344 | 0.09162489042365289 ± 0.003337823132635607 | 1.7362633637539033 ± 0.014296382316466572 | 1.8699996775676258 ± 0.0469579005467301 | 0.701044418317765
0.9 | 1.1 | 1 | 300 | 0.45515192059800846 ± 0.009678847992263345 | 0.09162489042365289 ± 0.0034564733310853226 | 1.7362633637539033 ± 0.01466741285644979 | 1.8699996775676258 ± 0.04695471196407419 | 0.701044418317765
