Otimização para pl em TOTEM - Limites: eps_1_mg_1_a1_1_a2_1
Configuração: down | up | strategy | migrad | mg ± error | eps ± error | a1 ± error | a2 ± error | χ²/ndof
========================================================================================================================
0.9 | 1.1 | 0 | 200 | 0.4551626904921435 ± 0.009212358943145843 | 0.09162867304762934 ± 0.0032076056327799765 | 1.7362761897282164 ± 0.01412993133705931 | 1.8699999999850871 ± 0.04698365413185901 | 0.7010442254220741
0.9 | 1.1 | 0 | 300 | 0.4551626904921435 ± 0.009212358943145843 | 0.09162867304762934 ± 0.0032076056327799765 | 1.7362761897282164 ± 0.01412993133705931 | 1.8699999999850871 ± 0.04698365413185901 | 0.7010442254220741
0.9 | 1.1 | 0 | 400 | 0.4551626904921435 ± 0.009212358943145843 | 0.09162867304762934 ± 0.0032076056327799765 | 1.7362761897282164 ± 0.01412993133705931 | 1.8699999999850871 ± 0.04698365413185901 | 0.7010442254220741
0.9 | 1.1 | 0 | 500 | 0.4551626904921435 ± 0.009212358943145843 | 0.09162867304762934 ± 0.0032076056327799765 | 1.7362761897282164 ± 0.01412993133705931 | 1.8699999999850871 ± 0.04698365413185901 | 0.7010442254220741
0.9 | 1.1 | 0 | 600 | 0.4551626904921435 ± 0.009212358943145843 | 0.09162867304762934 ± 0.0032076056327799765 | 1.7362761897282164 ± 0.01412993133705931 | 1.8699999999850871 ± 0.04698365413185901 | 0.7010442254220741
0.9 | 1.1 | 0 | 700 | 0.4551626904921435 ± 0.009212358943145843 | 0.09162867304762934 ± 0.0032076056327799765 | 1.7362761897282164 ± 0.01412993133705931 | 1.8699999999850871 ± 0.04698365413185901 | 0.7010442254220741
0.9 | 1.1 | 0 | 800 | 0.4551626904921435 ± 0.009212358943145843 | 0.09162867304762934 ± 0.0032076056327799765 | 1.7362761897282164 ± 0.01412993133705931 | 1.8699999999850871 ± 0.04698365413185901 | 0.7010442254220741
0.9 | 1.1 | 1 | 200 | 0.4551712848634054 ± 0.00917408419319607 | 0.0916314637632806 ± 0.0031946421214431447 | 1.73627081959058 ± 0.014083435497776575 | 1.8699997135498705 ± 0.04677545701086394 | 0.7010445545255565
0.9 | 1.1 | 1 | 300 | 0.45516263538576907 ± 0.00947242344772839 | 0.0916286536227173 ± 0.003294742539270583 | 1.736276117389357 ± 0.014427184843657903 | 1.8699999999831973 ± 0.046983401379056655 | 0.7010442254310525
0.9 | 1.1 | 1 | 400 | 0.45516263538576907 ± 0.00947242344772839 | 0.0916286536227173 ± 0.003294742539270583 | 1.736276117389357 ± 0.014427184843657903 | 1.8699999999831973 ± 0.046983401379056655 | 0.7010442254310525
0.9 | 1.1 | 1 | 500 | 0.45516263538576907 ± 0.00947242344772839 | 0.0916286536227173 ± 0.003294742539270583 | 1.736276117389357 ± 0.014427184843657903 | 1.8699999999831973 ± 0.046983401379056655 | 0.7010442254310525
0.9 | 1.1 | 1 | 600 | 0.45516263538576907 ± 0.00947242344772839 | 0.0916286536227173 ± 0.003294742539270583 | 1.736276117389357 ± 0.014427184843657903 | 1.8699999999831973 ± 0.046983401379056655 | 0.7010442254310525
