Otimização para pl em TOTEM - Limites: eps_1_mg_1_a1_0_a2_1
Configuração: down | up | strategy | migrad | mg ± error | eps ± error | a1 ± error | a2 ± error | χ²/ndof
========================================================================================================================
0.9 | 1.1 | 0 | 200 | 0.45516343279968 ± 0.009218771363443595 | 0.09162896311435198 ± 0.003209778621979506 | 1.736278788968545 ± 0.014157300273965435 | 1.8699999922655401 ± 0.0470000703568616 | 0.7010442319309929
0.9 | 1.1 | 0 | 300 | 0.45516343279968 ± 0.009218771363443595 | 0.09162896311435198 ± 0.003209778621979506 | 1.736278788968545 ± 0.014157300273965435 | 1.8699999922655401 ± 0.0470000703568616 | 0.7010442319309929
0.9 | 1.1 | 0 | 400 | 0.45516343279968 ± 0.009218771363443595 | 0.09162896311435198 ± 0.003209778621979506 | 1.736278788968545 ± 0.014157300273965435 | 1.8699999922655401 ± 0.0470000703568616 | 0.7010442319309929
0.9 | 1.1 | 0 | 500 | 0.45516343279968 ± 0.009218771363443595 | 0.09162896311435198 ± 0.003209778621979506 | 1.736278788968545 ± 0.014157300273965435 | 1.8699999922655401 ± 0.0470000703568616 | 0.7010442319309929
0.9 | 1.1 | 0 | 600 | 0.45516343279968 ± 0.009218771363443595 | 0.09162896311435198 ± 0.003209778621979506 | 1.736278788968545 ± 0.014157300273965435 | 1.8699999922655401 ± 0.0470000703568616 | 0.7010442319309929
0.9 | 1.1 | 0 | 700 | 0.45516343279968 ± 0.009218771363443595 | 0.09162896311435198 ± 0.003209778621979506 | 1.736278788968545 ± 0.014157300273965435 | 1.8699999922655401 ± 0.0470000703568616 | 0.7010442319309929
0.9 | 1.1 | 0 | 800 | 0.45516343279968 ± 0.009218771363443595 | 0.09162896311435198 ± 0.003209778621979506 | 1.736278788968545 ± 0.014157300273965435 | 1.8699999922655401 ± 0.0470000703568616 | 0.7010442319309929
0.9 | 1.1 | 1 | 200 | 0.45516343279968 ± 0.009218771363443595 | 0.09162896311435198 ± 0.003209778621979506 | 1.736278788968545 ± 0.014157300273965435 | 1.8699999922655401 ± 0.0470000703568616 | 0.7010442319309929
0.9 | 1.1 | 1 | 300 | 0.45516343279968 ± 0.009393216377373143 | 0.09162896311435198 ± 0.003268232964744773 | 1.736278788968545 ± 0.01435568513685139 | 1.8699999922655401 ± 0.04699959027865197 | 0.7010442319309929
0.9 | 1.1 | 1 | 400 | 0.45516343279968 ± 0.009393216377373143 | 0.09162896311435198 ± 0.003268232964744773 | 1.736278788968545 ± 0.01435568513685139 | 1.8699999922655401 ± 0.04699959027865197 | 0.7010442319309929
0.9 | 1.1 | 1 | 500 | 0.45516343279968 ± 0.009393216377373143 | 0.09162896311435198 ± 0.003268232964744773 | 1.736278788968545 ± 0.01435568513685139 | 1.8699999922655401 ± 0.04699959027865197 | 0.7010442319309929
0.9 | 1.1 | 1 | 600 | 0.45516343279968 ± 0.009393216377373143 | 0.09162896311435198 ± 0.003268232964744773 | 1.736278788968545 ± 0.01435568513685139 | 1.8699999922655401 ± 0.04699959027865197 | 0.7010442319309929
0.9 | 1.1 | 1 | 700 | 0.45516343279968 ± 0.009393216377373143 | 0.09162896311435198 ± 0.003268232964744773 | 1.736278788968545 ± 0.01435568513685139 | 1.8699999922655401 ± 0.04699959027865197 | 0.7010442319309929
0.9 | 1.1 | 1 | 800 | 0.45516343279968 ± 0.009393216377373143 | 0.09162896311435198 ± 0.003268232964744773 | 1.736278788968545 ± 0.01435568513685139 | 1.8699999922655401 ± 0.04699959027865197 | 0.7010442319309929
0.9 | 1.1 | 2 | 200 | 0.4551532590858987 ± 0.009280120777049983 | 0.09162519152910918 ± 0.003230225661029283 | 1.7362575079255633 ± 0.014212571463380856 | 1.869999625303825 ± 0.04701050611976154 | 0.7010445559763621
